score_ratio,subject,learning_goal,difficulty
0.69,Python,Competitive Programming,Intermediate
0.75,MySQL,Academic Learning,Intermediate
0.71,Python,Interview Preparation,Intermediate
0.26,React.js,Competitive Programming,Beginner
0.7,Java,Competitive Programming,Intermediate
0.2,C,Competitive Programming,Beginner
0.45,JavaScript,Interview Preparation,Beginner
0.25,C++,Competitive Programming,Beginner
0.31,Java,Interview Preparation,Beginner
0.63,Java,Interview Preparation,Intermediate
0.3,React.js,Interview Preparation,Beginner
0.67,Python,Interview Preparation,Intermediate
0.35,Java,Interview Preparation,Beginner
0.72,C,Competitive Programming,Intermediate
0.26,PHP,Academic Learning,Beginner
0.53,Python,Academic Learning,Intermediate
0.73,JavaScript,Academic Learning,Intermediate
0.61,PHP,Competitive Programming,Intermediate
0.22,C,Competitive Programming,Beginner
0.46,Python,Academic Learning,Beginner
0.92,Python,Interview Preparation,Advanced
0.39,JavaScript,Competitive Programming,Beginner
0.5,C++,Academic Learning,Beginner
0.26,Python,Competitive Programming,Beginner
0.36,MySQL,Academic Learning,Beginner
0.8,MySQL,Interview Preparation,Intermediate
0.33,Java,Academic Learning,Beginner
0.4,Python,Competitive Programming,Beginner
0.54,React.js,Academic Learning,Intermediate
0.89,Java,Interview Preparation,Advanced
0.57,Python,Competitive Programming,Intermediate
0.44,C,Interview Preparation,Beginner
0.93,JavaScript,Competitive Programming,Advanced
0.53,MySQL,Interview Preparation,Intermediate
0.65,MySQL,Interview Preparation,Intermediate
0.51,React.js,Interview Preparation,Intermediate
0.55,C,Interview Preparation,Intermediate
0.75,C++,Competitive Programming,Intermediate
0.94,JavaScript,Interview Preparation,Advanced
0.29,MySQL,Academic Learning,Beginner
0.86,C,Interview Preparation,Advanced
0.82,C++,Competitive Programming,Advanced
0.67,MySQL,Competitive Programming,Intermediate
0.8,C++,Interview Preparation,Intermediate
0.85,Java,Competitive Programming,Advanced
0.45,React.js,Interview Preparation,Beginner
0.79,React.js,Competitive Programming,Intermediate
0.55,React.js,Competitive Programming,Intermediate
0.84,C,Interview Preparation,Advanced
0.46,PHP,Academic Learning,Beginner
0.66,PHP,Academic Learning,Intermediate
0.41,C,Interview Preparation,Beginner
0.93,C,Academic Learning,Advanced
0.93,C++,Academic Learning,Advanced
0.57,PHP,Academic Learning,Intermediate
0.3,Python,Academic Learning,Beginner
0.95,MySQL,Competitive Programming,Advanced
0.79,MySQL,Academic Learning,Intermediate
0.42,PHP,Academic Learning,Beginner
0.86,C++,Competitive Programming,Advanced
0.59,C++,Academic Learning,Intermediate
0.37,PHP,Academic Learning,Beginner
0.79,Java,Competitive Programming,Intermediate
0.39,Python,Interview Preparation,Beginner
0.4,Python,Competitive Programming,Beginner
0.55,Java,Competitive Programming,Intermediate
0.73,Python,Academic Learning,Intermediate
0.27,JavaScript,Academic Learning,Beginner
0.23,Python,Competitive Programming,Beginner
0.35,MySQL,Interview Preparation,Beginner
0.48,Python,Interview Preparation,Beginner
0.72,React.js,Academic Learning,Intermediate
0.48,C++,Competitive Programming,Beginner
0.55,JavaScript,Interview Preparation,Intermediate
0.78,JavaScript,Interview Preparation,Intermediate
0.48,Python,Competitive Programming,Beginner
0.68,Java,Competitive Programming,Intermediate
0.51,Python,Interview Preparation,Intermediate
0.88,C,Interview Preparation,Advanced
0.31,PHP,Competitive Programming,Beginner
0.57,PHP,Competitive Programming,Intermediate
0.6,Python,Academic Learning,Intermediate
0.76,Java,Interview Preparation,Intermediate
0.46,C++,Competitive Programming,Beginner
0.67,PHP,Academic Learning,Intermediate
0.27,Python,Interview Preparation,Beginner
0.43,React.js,Interview Preparation,Beginner
0.47,PHP,Academic Learning,Beginner
0.55,Python,Interview Preparation,Intermediate
0.6,JavaScript,Competitive Programming,Intermediate
0.44,Java,Academic Learning,Beginner
0.68,Python,Academic Learning,Intermediate
0.4,PHP,Academic Learning,Beginner
0.48,Python,Interview Preparation,Beginner
0.29,JavaScript,Interview Preparation,Beginner
0.88,PHP,Interview Preparation,Advanced
0.37,MySQL,Interview Preparation,Beginner
0.47,JavaScript,Interview Preparation,Beginner
0.69,MySQL,Interview Preparation,Intermediate
0.71,React.js,Academic Learning,Intermediate
0.51,React.js,Competitive Programming,Intermediate
0.55,C++,Academic Learning,Intermediate
0.35,PHP,Competitive Programming,Beginner
0.21,Java,Competitive Programming,Beginner
0.71,Java,Academic Learning,Intermediate
0.58,PHP,Academic Learning,Intermediate
0.4,Python,Interview Preparation,Beginner
0.7,C,Interview Preparation,Intermediate
0.22,React.js,Academic Learning,Beginner
0.31,C,Academic Learning,Beginner
0.27,C,Competitive Programming,Beginner
0.95,PHP,Academic Learning,Advanced
0.62,C,Interview Preparation,Intermediate
0.62,C++,Interview Preparation,Intermediate
0.79,C++,Interview Preparation,Intermediate
0.57,React.js,Competitive Programming,Intermediate
0.33,C++,Interview Preparation,Beginner
0.58,React.js,Academic Learning,Intermediate
0.52,Python,Academic Learning,Intermediate
0.83,JavaScript,Academic Learning,Advanced
0.78,MySQL,Interview Preparation,Intermediate
0.36,PHP,Academic Learning,Beginner
0.68,React.js,Interview Preparation,Intermediate
0.56,C++,Academic Learning,Intermediate
0.83,C++,Interview Preparation,Advanced
0.27,PHP,Academic Learning,Beginner
0.62,React.js,Academic Learning,Intermediate
0.54,Java,Academic Learning,Intermediate
0.93,Java,Academic Learning,Advanced
0.35,C++,Competitive Programming,Beginner
0.39,PHP,Academic Learning,Beginner
0.57,C++,Competitive Programming,Intermediate
0.21,React.js,Academic Learning,Beginner
0.73,PHP,Competitive Programming,Intermediate
0.71,C++,Academic Learning,Intermediate
0.68,Python,Interview Preparation,Intermediate
0.62,MySQL,Interview Preparation,Intermediate
0.94,Java,Academic Learning,Advanced
0.75,PHP,Competitive Programming,Intermediate
0.76,C,Academic Learning,Intermediate
0.47,Java,Interview Preparation,Beginner
0.9,PHP,Academic Learning,Advanced
0.94,PHP,Competitive Programming,Advanced
0.9,Java,Interview Preparation,Advanced
0.8,PHP,Academic Learning,Intermediate
0.23,React.js,Interview Preparation,Beginner
0.34,JavaScript,Academic Learning,Beginner
0.87,JavaScript,Competitive Programming,Advanced
0.52,Python,Competitive Programming,Intermediate
0.32,Java,Interview Preparation,Beginner
0.7,Java,Interview Preparation,Intermediate
0.93,React.js,Interview Preparation,Advanced
0.72,JavaScript,Interview Preparation,Intermediate
0.67,MySQL,Competitive Programming,Intermediate
0.83,C++,Academic Learning,Advanced
0.55,JavaScript,Competitive Programming,Intermediate
0.83,React.js,Competitive Programming,Advanced
0.86,C,Interview Preparation,Advanced
0.27,C,Competitive Programming,Beginner
0.26,MySQL,Interview Preparation,Beginner
0.35,MySQL,Interview Preparation,Beginner
0.56,Python,Academic Learning,Intermediate
0.53,C++,Interview Preparation,Intermediate
0.77,C++,Interview Preparation,Intermediate
0.33,C,Academic Learning,Beginner
0.46,Python,Academic Learning,Beginner
0.48,C,Competitive Programming,Beginner
0.75,PHP,Interview Preparation,Intermediate
0.58,PHP,Competitive Programming,Intermediate
0.88,JavaScript,Competitive Programming,Advanced
0.63,Java,Competitive Programming,Intermediate
0.63,JavaScript,Competitive Programming,Intermediate
0.66,MySQL,Competitive Programming,Intermediate
0.9,Python,Competitive Programming,Advanced
0.22,JavaScript,Academic Learning,Beginner
0.36,Python,Academic Learning,Beginner
0.94,C,Academic Learning,Advanced
0.73,React.js,Competitive Programming,Intermediate
0.55,MySQL,Interview Preparation,Intermediate
0.72,MySQL,Academic Learning,Intermediate
0.25,React.js,Academic Learning,Beginner
0.51,Java,Interview Preparation,Intermediate
0.3,React.js,Interview Preparation,Beginner
0.36,C++,Academic Learning,Beginner
0.72,C,Competitive Programming,Intermediate
0.82,Python,Interview Preparation,Advanced
0.94,PHP,Interview Preparation,Advanced
0.93,React.js,Academic Learning,Advanced
0.67,C++,Academic Learning,Intermediate
0.41,PHP,Interview Preparation,Beginner
0.27,React.js,Interview Preparation,Beginner
0.73,C++,Interview Preparation,Intermediate
0.49,C++,Interview Preparation,Beginner
0.53,MySQL,Interview Preparation,Intermediate
0.71,React.js,Interview Preparation,Intermediate
0.46,MySQL,Interview Preparation,Beginner
0.53,React.js,Interview Preparation,Intermediate
0.91,JavaScript,Academic Learning,Advanced
0.65,React.js,Interview Preparation,Intermediate
0.85,MySQL,Academic Learning,Advanced
0.75,JavaScript,Competitive Programming,Intermediate
0.28,Java,Competitive Programming,Beginner
0.64,React.js,Competitive Programming,Intermediate
0.47,Python,Competitive Programming,Beginner
0.27,PHP,Competitive Programming,Beginner
0.46,C,Interview Preparation,Beginner
0.81,React.js,Interview Preparation,Advanced
0.86,Python,Academic Learning,Advanced
0.52,Java,Interview Preparation,Intermediate
0.93,C,Competitive Programming,Advanced
0.44,C++,Competitive Programming,Beginner
0.78,JavaScript,Academic Learning,Intermediate
0.41,C,Academic Learning,Beginner
0.85,MySQL,Academic Learning,Advanced
0.55,MySQL,Interview Preparation,Intermediate
0.92,PHP,Competitive Programming,Advanced
0.56,Java,Academic Learning,Intermediate
0.56,JavaScript,Competitive Programming,Intermediate
0.68,C++,Interview Preparation,Intermediate
0.32,C++,Academic Learning,Beginner
0.6,JavaScript,Academic Learning,Intermediate
0.31,React.js,Interview Preparation,Beginner
0.7,Java,Interview Preparation,Intermediate
0.22,C++,Interview Preparation,Beginner
0.22,Java,Interview Preparation,Beginner
0.28,C,Academic Learning,Beginner
0.73,JavaScript,Competitive Programming,Intermediate
0.67,React.js,Interview Preparation,Intermediate
0.84,React.js,Competitive Programming,Advanced
0.65,JavaScript,Competitive Programming,Intermediate
0.65,C++,Competitive Programming,Intermediate
0.74,C++,Academic Learning,Intermediate
0.59,PHP,Interview Preparation,Intermediate
0.24,Python,Academic Learning,Beginner
0.25,Python,Competitive Programming,Beginner
0.43,Java,Interview Preparation,Beginner
0.28,C,Competitive Programming,Beginner
0.2,Java,Academic Learning,Beginner
0.92,JavaScript,Interview Preparation,Advanced
0.44,Java,Academic Learning,Beginner
0.47,React.js,Competitive Programming,Beginner
0.43,PHP,Academic Learning,Beginner
0.65,C,Interview Preparation,Intermediate
0.2,React.js,Academic Learning,Beginner
0.27,MySQL,Competitive Programming,Beginner
0.6,Python,Competitive Programming,Intermediate
0.43,C,Competitive Programming,Beginner
0.59,PHP,Competitive Programming,Intermediate
0.74,C++,Competitive Programming,Intermediate
0.22,MySQL,Interview Preparation,Beginner
0.74,C++,Competitive Programming,Intermediate
0.75,Python,Competitive Programming,Intermediate
0.41,PHP,Competitive Programming,Beginner
0.95,C++,Academic Learning,Advanced
0.3,C++,Academic Learning,Beginner
0.73,C++,Academic Learning,Intermediate
0.22,Python,Interview Preparation,Beginner
0.68,MySQL,Competitive Programming,Intermediate
0.23,C++,Interview Preparation,Beginner
0.6,PHP,Academic Learning,Intermediate
0.55,React.js,Interview Preparation,Intermediate
0.44,Java,Academic Learning,Beginner
0.7,React.js,Interview Preparation,Intermediate
0.28,Python,Academic Learning,Beginner
0.71,PHP,Academic Learning,Intermediate
0.81,JavaScript,Competitive Programming,Advanced
0.44,PHP,Interview Preparation,Beginner
0.9,MySQL,Interview Preparation,Advanced
0.59,Java,Interview Preparation,Intermediate
0.55,C++,Academic Learning,Intermediate
0.76,Python,Academic Learning,Intermediate
0.82,React.js,Academic Learning,Advanced
0.51,PHP,Interview Preparation,Intermediate
0.59,MySQL,Competitive Programming,Intermediate
0.78,C++,Competitive Programming,Intermediate
0.47,Java,Interview Preparation,Beginner
0.37,PHP,Interview Preparation,Beginner
0.36,MySQL,Interview Preparation,Beginner
0.63,C,Academic Learning,Intermediate
0.71,C,Academic Learning,Intermediate
0.69,PHP,Interview Preparation,Intermediate
0.87,C,Interview Preparation,Advanced
0.52,C,Interview Preparation,Intermediate
0.83,C,Academic Learning,Advanced
0.36,PHP,Interview Preparation,Beginner
0.68,JavaScript,Competitive Programming,Intermediate
0.63,Python,Academic Learning,Intermediate
0.51,JavaScript,Academic Learning,Intermediate
0.86,C++,Interview Preparation,Advanced
0.2,Java,Interview Preparation,Beginner
0.43,MySQL,Academic Learning,Beginner
0.86,React.js,Competitive Programming,Advanced
0.21,Python,Interview Preparation,Beginner
0.62,C++,Academic Learning,Intermediate
0.86,PHP,Academic Learning,Advanced
0.44,PHP,Academic Learning,Beginner
0.42,C,Interview Preparation,Beginner
0.26,PHP,Academic Learning,Beginner
0.53,C,Academic Learning,Intermediate
0.59,PHP,Interview Preparation,Intermediate
0.92,React.js,Competitive Programming,Advanced
0.47,PHP,Interview Preparation,Beginner
0.33,JavaScript,Competitive Programming,Beginner
0.94,Java,Competitive Programming,Advanced
0.35,Java,Academic Learning,Beginner
0.66,JavaScript,Academic Learning,Intermediate
0.26,MySQL,Competitive Programming,Beginner
0.84,JavaScript,Competitive Programming,Advanced
0.94,PHP,Academic Learning,Advanced
0.88,C,Competitive Programming,Advanced
0.61,JavaScript,Competitive Programming,Intermediate
0.2,React.js,Interview Preparation,Beginner
0.27,JavaScript,Academic Learning,Beginner
